,level_0,index,name,island,k3,max_X,BETX,ALFX,ALPHA_C,ALPHA_C_P,ALPHA_C_P2,ALPHA_C_P3,DQ1,DQ2,ORBIT_X,ORBIT_PX
0,2,4,"LOE.22002,LOE.52002",top,0,0.03026636423,196.0165093,4.407006049,0.001845178386,0.007874573173,1.864133715,335.8131066,-6.600183384,24.99009699,-0.008052652895,0.0005740341318
