,name,island,k31,k32,Qx,max_X,BETX,ALFX,ALPHA_C,GAMMA_TR,ALPHA_C_P,ALPHA_C_P2,ALPHA_C_P3,DQ1,DQ2,ORBIT_X,ORBIT_PX
1,"LOE.12002,LOEN.52002",top,0.0,-2.0,26.749,0.02580326933,82.4879947,2.075419204,0.001858488777,23.19637006,0.02639789334,22.60801631,26538.60619,-17.12266881,39.70980843,-0.006933782355,0.0004903599837
1,"LOE.12002,LOEN.52002",top,0.0,-2.1,26.749,0.02646997281,79.02025058,2.014225635,0.001859465375,23.19027785,0.0286532146,26.49060996,33822.03031,-17.9800729,40.94306497,-0.007120798843,0.0005032943747
1,"LOE.12002,LOEN.52002",top,0.0,-2.2,26.749,0.02718924457,75.75149333,1.958196536,0.001860515592,23.18373175,0.03123795488,31.28153914,43574.21309,-18.88145725,42.28307276,-0.007322787474,0.0005172591263
1,"LOE.12002,LOEN.52002",top,0.0,-2.3,26.749,0.02796806927,72.66214313,1.907017442,0.001861645608,23.17669444,0.03421698727,37.25138944,56811.8072,-19.83362198,43.74220831,-0.007541775752,0.0005323926905
1,"LOE.12002,LOEN.52002",top,0.0,-2.4,26.749,0.02881473049,69.73634634,1.86047127,0.001862861424,23.16912994,0.03767042335,44.76781449,75046.61719,-20.84449274,45.33415586,-0.007780170519,0.0005488594605
1,"LOE.12002,LOEN.52002",top,-2.0,0.0,26.749,0.02800124168,75.89132465,2.213086315,0.001861715057,23.17626214,0.03428072212,37.28169691,56764.04741,-19.99476711,43.83047315,0.003605718874,0.000239083061
1,"LOE.12002,LOEN.52002",top,-2.1,0.0,26.749,0.02897942333,71.78338384,2.083763013,0.001863126104,23.16748416,0.03830841516,46.09737706,78278.05618,-21.16511486,45.67938171,0.003701882816,0.0002483275921
1,"LOE.12002,LOEN.52002",top,-2.2,0.0,26.749,0.03006196669,67.84802183,1.959852735,0.001864659039,23.15795921,0.04312003584,57.75801637,110041.1667,-22.42826334,47.72742055,0.003806144768,0.0002586262118
1,"LOE.12002,LOEN.52002",top,-2.3,0.0,26.749,0.03126749953,64.06427539,1.84079171,0.001866318245,23.14766291,0.04891114191,73.41645733,157994.8646,-23.80183658,49.99834346,0.003919493019,0.0002701818287
1,"LOE.12002,LOEN.52002",top,-2.4,0.0,26.749,0.03261917744,60.41580726,1.726198641,0.001868100763,23.13661666,0.05592674333,94.76483865,232094.5315,-25.30745196,52.51451523,0.004043030281,0.0002832508979
1,"LOE.12002,LOEN.52002",top,-2.6,-2.4,26.749,0.08859799757,54.79011857,1.730655455,0.00182226487,23.42579015,0.008060381835,15.59888221,41582.66375,-17.74356879,17.42521941,-0.006590092939,0.001275455912
1,"LOE.12002,LOEN.52002",top,-2.7,-2.3,26.749,0.08957708289,54.62005479,1.730872069,0.001821552247,23.430372,0.007056606431,13.30798078,33753.61071,-17.22084975,16.40475306,-0.005676620679,0.001262394239
1,"LOE.12002,LOEN.52002",top,-2.8,-2.2,26.749,0.09067666953,54.42812725,1.732411217,0.001820785779,23.43530303,0.006007595256,11.04116983,26426.7131,-16.58690396,15.24569484,-0.004820131083,0.001252311152
1,"LOE.12002,LOEN.52002",top,-2.9,-2.1,26.749,0.09191199998,54.23914363,1.735946629,0.001819994246,23.4403986,0.00495750467,8.906027704,19947.75744,-15.82763195,13.96700747,-0.004025370559,0.001245177829
1,"LOE.12002,LOEN.52002",top,-3.0,-2.0,26.749,0.09338966092,54.07753764,1.742129005,0.001819206392,23.44547379,0.003946012906,6.983004083,14509.88298,-14.93143795,12.58982655,-0.003295371201,0.001240906129
1,"LOE.12002,LOEN.52002",top,-3.1,-1.9,26.749,0.09493819786,53.96605253,1.751548635,0.001818449243,23.45035428,0.003005712708,5.322076948,10165.02924,-13.89007856,11.13654727,-0.002631599413,0.001239357758
1,"LOE.12002,LOEN.52002",top,-3.2,-1.8,26.749,0.09654340615,53.92492916,1.764711556,0.001817746677,23.45488567,0.002160474383,3.943759641,6854.02845,-12.69912969,9.62986958,-0.002034166941,0.001240354812
1,"LOE.12002,LOEN.52002",top,-3.3,-1.7,26.749,0.09819150923,53.97152434,1.782028352,0.001817118331,23.45894058,0.001424867247,2.843469166,4444.98208,-11.35811801,8.091887885,-0.001502059255,0.001243690334
1,"LOE.12002,LOEN.52002",top,-3.4,-1.6,26.749,0.09986940784,54.12025348,1.803813439,0.001816578934,23.46242316,0.0008045614337,1.997897802,2770.769072,-9.87037457,6.543288145,-0.001033352994,0.001249138028
1,"LOE.12002,LOEN.52002",top,-3.9,-1.1,26.749,0.1083168161,56.72748691,1.985422401,0.001815387082,23.47012375,-0.0008109315084,0.2815544458,149.7427675,-0.5530896387,-0.8014860331,0.0004678488108,0.001299746337
1,"LOE.12002,LOEN.52002",top,-4.0,-1.0,26.749,0.1099564879,57.6647131,2.036802843,0.001815427515,23.46986239,-0.000929299079,0.1971082428,78.4005479,1.598135772,-2.118949616,0.0006261429461,0.001312941383
1,"LOE.12002,LOEN.52002",top,-2.1,-0.4,26.749,0.03152173277,69.31663635,2.000877944,0.001866440546,23.1469045,0.05025988593,80.01710063,188377.4033,-22.02392436,49.75568167,0.00303882238,0.0002994954353
1,"LOE.12002,LOEN.52002",top,-1.2,-1.2,26.749,0.02758439347,103.7992068,2.84523278,0.001860903209,23.18131709,0.03300105298,36.822417,60726.77294,-14.58364194,42.01691666,-0.001321726973,0.0003752235838
1,"LOE.12002,LOEN.52002",top,-1.5,-1.5,26.749,0.03314468053,78.56803791,2.194627156,0.001868085656,23.13671022,0.05930919922,116.4682681,353392.9082,-19.38487829,51.29415251,-0.001745669191,0.0004554122827
1,"LOE.12002,LOEN.52002",top,-1.8,-1.8,26.749,0.04298005879,59.18457349,1.722703775,0.001874420501,23.09758038,0.1139017497,432.1537198,2614558.042,-26.79401247,62.78656259,-0.00258349336,0.0005998821684
1,"LOE.12002,LOEN.52002",top,-2.1,-2.1,26.749,0.06054080736,50.09415744,1.547213631,0.001858353492,23.19721438,0.1026718547,498.0712217,3886072.652,-32.94792221,55.40189031,-0.004352906226,0.0008659261146
1,"LOE.12002,LOEN.52002",top,-2.2,-2.2,26.749,0.06769861293,50.21464607,1.568737763,0.001846924389,23.26887796,0.06681782027,278.3753549,1852709.377,-31.29197477,45.34986754,-0.005158092746,0.0009768344315
1,"LOE.12002,LOEN.52002",top,-2.3,-2.3,26.749,0.07480518849,51.37412448,1.614082811,0.001836468877,23.33502194,0.03718793595,122.3984972,633006.9744,-27.63243152,34.81561913,-0.005991936196,0.001087940259
1,"LOE.12002,LOEN.52002",top,-2.4,-2.4,26.749,0.08153663882,53.05947392,1.670898191,0.001828449418,23.3861389,0.01884364038,47.58504244,182149.9893,-22.98241576,25.63076587,-0.006801662652,0.001193726071
1,"LOE.12002,LOEN.52002",top,-2.5,-2.5,26.749,0.08775034156,54.9149362,1.731113703,0.001822896597,23.42173068,0.008973600411,17.78712129,49431.08832,-18.17043199,18.29107661,-0.007554057616,0.00129145965
