,name,island,k31,k32,Qx,max_X,BETX,ALFX,ALPHA_C,GAMMA_TR,ALPHA_C_P,ALPHA_C_P2,ALPHA_C_P3,DQ1,DQ2,ORBIT_X,ORBIT_PX
1,"LOE.12002,LOEN.52002",bot,0.0,-2.0,26.7485,0.03152216802,89.88554752,2.182832886,0.001856287664,23.21011866,0.02481879366,20.87754118,24003.00565,-16.78594356,38.14961935,0.007186335111,-0.0005598932944
1,"LOE.12002,LOEN.52002",bot,0.0,-2.1,26.7485,0.03232251351,85.98752242,2.103716069,0.001857024816,23.20551153,0.02675224085,24.22888959,30223.99215,-17.60677999,39.19766388,0.007342076251,-0.000573352639
1,"LOE.12002,LOEN.52002",bot,0.0,-2.2,26.7485,0.03318368175,82.2896852,2.029077399,0.001857797286,23.20068662,0.02893239935,28.29358854,38394.67599,-18.46616707,40.32004175,0.007507762355,-0.0005877845882
1,"LOE.12002,LOEN.52002",bot,0.0,-2.3,26.7485,0.03411325604,78.76841452,1.958375161,0.001858603273,23.19565557,0.0313980322,33.25743746,49237.4929,-19.36964785,41.52170761,0.007684409194,-0.0006033045417
1,"LOE.12002,LOEN.52002",bot,0.0,-2.4,26.7485,0.03512008833,75.4037639,1.891137568,0.001859438846,23.19044328,0.03419345653,39.36058801,63779.04721,-20.32348892,42.80688937,0.007873150672,-0.0006200458978
1,"LOE.12002,LOEN.52002",bot,-2.0,0.0,26.7485,0.03412395116,78.69920934,2.165320646,0.001858667491,23.19525485,0.03146115125,33.29535173,49224.28329,-19.53272073,41.60600927,-0.006288711182,-0.0002353971231
1,"LOE.12002,LOEN.52002",bot,-2.1,0.0,26.7485,0.03528737381,74.9602812,2.03644814,0.001859634677,23.1892222,0.03471627831,40.44220499,66352.67003,-20.63655939,43.09623046,-0.00653411977,-0.000242497623
1,"LOE.12002,LOEN.52002",bot,-2.2,0.0,26.7485,0.03657263408,71.43956142,1.912959788,0.001860629865,23.1830198,0.03848564233,49.58554609,90704.1536,-21.8186327,44.70119423,-0.006806986061,-0.0002502414422
1,"LOE.12002,LOEN.52002",bot,-2.3,0.0,26.7485,0.03799576597,68.12551896,1.794313788,0.001861632836,23.17677394,0.04285096753,61.36821733,125785.9494,-23.09152531,46.41953439,-0.007112106414,-0.0002587234493
1,"LOE.12002,LOEN.52002",bot,-2.4,0.0,26.7485,0.0395800594,65.01312828,1.680149405,0.001862609607,23.17069607,0.04788980402,76.62521446,176898.2828,-24.46939525,48.24032691,-0.007455356264,-0.0002680549702
1,"LOE.12002,LOEN.52002",bot,-2.6,-2.4,26.7485,0.09204663275,64.3549825,1.517135847,0.001820146725,23.43941674,0.005015063793,8.35602281,17360.06635,-14.54514458,14.0297128,-0.006810333502,-0.0009169260843
1,"LOE.12002,LOEN.52002",bot,-2.7,-2.3,26.7485,0.09295553094,63.96473805,1.50095913,0.001819601404,23.44292879,0.004375592086,7.225870548,14351.41814,-14.10334614,13.1837643,-0.008115631384,-0.000892316582
1,"LOE.12002,LOEN.52002",bot,-2.8,-2.2,26.7485,0.09397552736,63.46013688,1.481764041,0.001819015912,23.44670131,0.003699056196,6.084384583,11460.45274,-13.55498891,12.21496072,-0.009395133091,-0.000869692407
1,"LOE.12002,LOEN.52002",bot,-2.9,-2.1,26.7485,0.09513232481,62.86626202,1.460342943,0.001818413263,23.45058628,0.003013895318,4.986698419,8833.166624,-12.88593809,11.13799074,-0.01064145661,-0.0008491214704
1,"LOE.12002,LOEN.52002",bot,-3.0,-2.0,26.7485,0.0965173321,62.20534998,1.437414979,0.001817816463,23.45443545,0.002346533828,3.977357325,6565.578611,-12.08457845,9.969615361,-0.01184895632,-0.0008306159966
1,"LOE.12002,LOEN.52002",bot,-3.1,-1.9,26.7485,0.09796727474,61.49547892,1.413583199,0.00181724716,23.45810903,0.001719501619,3.087496067,4702.215925,-11.14254979,8.72794576,-0.0130135001,-0.0008141427033
1,"LOE.12002,LOEN.52002",bot,-3.2,-1.8,26.7485,0.099469569,60.75011682,1.389315119,0.001816724494,23.4614832,0.001150095461,2.334005754,3242.300767,-10.05512868,7.431667784,-0.01413218836,-0.0007996341908
1,"LOE.12002,LOEN.52002",bot,-2.1,-0.4,26.7485,0.03828166777,73.48442312,1.966562319,0.00186158807,23.1770526,0.04351162475,65.18815525,143757.7766,-21.33096174,46.01859988,-0.006073910569,-0.0002926618391
1,"LOE.12002,LOEN.52002",bot,-0.9,-0.9,26.7485,0.02938333841,144.2334256,3.855462068,0.00185416768,23.22338364,0.02010439506,14.09609315,13699.89938,-10.88587069,34.80518756,-5.992182535e-05,-0.0003555079983
1,"LOE.12002,LOEN.52002",bot,-1.2,-1.2,26.7485,0.03362361775,110.5786171,2.939118495,0.001857969803,23.19960948,0.03013020622,32.30294078,50905.59517,-14.2179749,39.867303,-0.0001716696763,-0.0004035111052
1,"LOE.12002,LOEN.52002",bot,-1.5,-1.5,26.7485,0.04007866619,85.60605394,2.247681423,0.001862168161,23.17344234,0.04899662755,87.24643833,238439.1006,-18.59354305,46.60022027,-0.0004333332786,-0.0004738964984
1,"LOE.12002,LOEN.52002",bot,-1.8,-1.8,26.7485,0.05068076505,67.68048879,1.725850468,0.001862073099,23.17403385,0.074033588,219.7931728,1030215.283,-24.42619028,51.76300554,-0.001062794655,-0.0005835547103
1,"LOE.12002,LOEN.52002",bot,-2.1,-2.1,26.7485,0.06716347739,60.36400115,1.468010303,0.001845448977,23.27817769,0.05255479522,172.5748702,895986.723,-27.15647061,41.62607271,-0.002504331275,-0.0007402780393
1,"LOE.12002,LOEN.52002",bot,-2.2,-2.2,26.7485,0.07345457364,60.57552345,1.455256427,0.001837409569,23.32904781,0.03506392245,101.2638206,456790.4093,-25.43057511,34.36789087,-0.003193676891,-0.0007959741787
1,"LOE.12002,LOEN.52002",bot,-2.3,-2.3,26.7485,0.07969015451,61.61240194,1.468262114,0.001830252173,23.37461866,0.02075516964,49.97558478,183015.2502,-22.45657765,26.97096133,-0.003944868707,-0.0008491668351
1,"LOE.12002,LOEN.52002",bot,-2.4,-2.4,26.7485,0.08566174973,63.06160236,1.496026005,0.00182464735,23.41049138,0.01122629982,22.21211156,63236.28224,-18.78110359,20.32091157,-0.004720253913,-0.000898444446
1,"LOE.12002,LOEN.52002",bot,-2.5,-2.5,26.7485,0.091258606,64.60522194,1.529496456,0.001820630281,23.4363038,0.005589214288,9.413699683,20300.97047,-14.89592319,14.74077862,-0.005488442622,-0.0009433906593
