,level_0,index,name,island,k3,max_X,BETX,ALFX,ALPHA_C,ALPHA_C_P,ALPHA_C_P2,ALPHA_C_P3,DQ1,DQ2,ORBIT_X,ORBIT_PX
0,7,28,LOE.22002,top,0.3,0.0374554587,29.29273194,-0.09853530789,0.001928650327,0.007423081978,1.215334642,277.3723064,-6.042701988,32.59316542,-0.02832464519,0.0008699342464
1,8,32,LOE.22002,top,0.1,0.03819412245,28.18030467,-0.6133091979,0.00192926868,0.007819796981,1.364490845,334.242036,-3.640804576,33.22284497,-0.02910752133,0.0008791200211
2,9,36,LOE.22002,top,0.5,0.03671710276,30.54463472,0.1340225756,0.001928074768,0.007065341192,1.086885497,230.9560676,-7.626904373,32.01206325,-0.02773862214,0.0008548809984
3,10,40,LOE.22002,top,0.6,0.03637375484,31.26140558,0.216781797,0.001927801342,0.006899134225,1.029175773,210.9314578,-8.271454353,31.73746903,-0.02746860229,0.0008472756751
4,11,44,LOE.22002,top,0.7,0.03603902889,31.98910864,0.2869148472,0.001927536848,0.006740607857,0.9753069282,192.7292708,-8.848849287,31.47271191,-0.0272090839,0.0008397682349
5,12,48,LOE.22002,top,0.8,0.03571286948,32.71093187,0.3478625565,0.00192728086,0.006589261871,0.9249552442,176.1599709,-9.372481642,31.21726554,-0.02695848294,0.0008323950056
6,13,52,LOE.22002,top,0.9,0.03539507346,33.41782428,0.4018042738,0.001927032978,0.006444639795,0.8778307588,161.0568219,-9.851805669,30.97064513,-0.02671578933,0.0008251723506
