x0s,px0s,x_fins,px_fins
-0.007873045259,0.001242585283,-0.00847429762,0.001253376965
-0.0082231977,0.001199022258,-0.008084100664,0.001192809792
-0.007937334801,0.001177674818,-0.007033435081,0.001146381179
-0.009435509661,0.001211396247,-0.004086236818,0.001050531551
-0.007620207347,0.001228983691,-0.007643996797,0.001229508197
-0.009820411964,0.00132221573,-0.005202529053,0.001056124219
-0.01082011504,0.001358286061,-0.001269314801,0.001037718657
0.002249006253,0.0009364381943,0.001655521514,0.0009716510738
-0.007686472905,0.001204492453,-0.007646851361,0.001208587184
-0.005956816831,0.001145176456,-0.006185293209,0.001148211224
-0.000320286575,0.0009636795303,-0.003034977526,0.0009773649834
-0.01538184221,0.001473923763,-0.01446951953,0.001288264096
-0.002377466901,0.001140721179,-0.005189816059,0.0009871975494
0.002203634591,0.000826594954,0.0005727202589,0.0008410879673
-0.0009211660327,0.001067970729,-0.01403709909,0.001337525429
-0.007324448189,0.001203614292,-0.007050238294,0.001197965549
-0.003487695669,0.0009893442119,-0.009610151045,0.001168882703
-0.01248398253,0.001379423812,-0.008331343861,0.001314178004
-0.005045825982,0.001150396132,-0.00578620878,0.001181083703
-0.003208703165,0.001107998729,-0.01108546705,0.001285565138
-0.001941998731,0.0010328499,-0.0114486221,0.001307603516
-0.007948785805,0.001285098338,-0.005345455595,0.001055205763
-0.001720092066,0.001105765854,-0.01295183703,0.001268370329
-0.01358608243,0.001263556416,-0.01561268815,0.00140672205
-0.00466073843,0.001254636862,-0.001101809338,0.0008392052649
-0.01712183879,0.00154935306,0.006502076007,0.0006896309714
-0.006672574444,0.001277234099,-0.01264346366,0.001403944866
-0.02138864662,0.001475596872,0.006331027409,0.0008610192166
-0.0002580026727,0.0009430942877,-0.001698293387,0.0009482585263
-0.007642665635,0.001094438606,-0.010248771,0.001185575155
-0.003002562817,0.001075161704,-0.008684228116,0.001285117151
-0.004415062672,0.001026578492,-0.01156288509,0.001348641762
-0.005394644149,0.001037543356,-0.01177273671,0.001265875693
-0.006962619167,0.001140888715,-0.00560423207,0.001104012813
-0.0127043115,0.001173201973,-0.01705071384,0.001388627687
-0.008690726721,0.001406652511,-0.00210694614,0.001190560278
-0.003436104863,0.001013779644,-0.0105220025,0.001335588448
-0.016432264,0.001340104757,-0.01758279484,0.001438879948
-0.007917515916,0.001250084333,-0.009164145854,0.001268831128
-0.003072464273,0.001007614896,-0.01090771788,0.00133852871
-0.01780176509,0.001456438151,-0.01745853721,0.001405064099
-0.007289137844,0.001221420382,-0.007342692804,0.001222792152
0.01018619511,0.0007335501185,0.007610944828,0.0008591584979
-0.01040696984,0.001298402129,-0.007698480104,0.001145503665
-0.008675976218,0.001331520004,-0.01163465368,0.001391050398
-0.01216977015,0.00131990439,-0.002691888115,0.001105629416
-0.01098390035,0.00129398633,-0.00445041869,0.001047879169
-0.007210232313,0.001086461503,-0.01198464229,0.001271818371
-0.01049550315,0.001338687833,-0.002721217071,0.0009990181603
-0.007030822219,0.001183813857,-0.007065642905,0.001186884404
-0.009631128322,0.001218987545,-0.004041405292,0.001048478522
-0.007250737912,0.001059028903,0.00104539075,0.0009516041485
-0.002631120605,0.001038733057,-0.00841272046,0.001283295543
-0.00493713076,0.001038543361,-0.01141385334,0.001350397597
-0.00253451759,0.001123349129,-0.004405772891,0.001197179642
-0.0039055192,0.001148784085,-0.008811521053,0.001162726458
-0.008129459482,0.001114568852,-0.01220185851,0.001282240805
-0.002742776944,0.001128211672,-0.001486280119,0.001070924716
-0.01171121085,0.001281303418,-0.004023576745,0.001162344345
-0.002096316944,0.001113831047,-0.0131706495,0.001412105058
0.0002831137048,0.0009939744008,-0.01060168384,0.001382313659
-0.005183862248,0.001004309231,0.001037365276,0.0009278129151
-0.00587892025,0.00135674581,-0.01253220617,0.001035730787
-0.005931470399,0.001200324089,-0.009484260585,0.001286800505
-0.01069522574,0.001184013446,-0.002917505654,0.0009511667753
-0.01240186291,0.001222058635,-0.010994216,0.001409522602
-0.01048133164,0.001315971795,-0.006676312021,0.001105722694
-0.00841750483,0.001289955254,-0.007719133756,0.001132992572
-0.007133289476,0.001208953904,-0.006817851539,0.001200112243
-0.006962794307,0.001116342783,-0.002726600955,0.001066665749
-0.0009310484502,0.00108568958,0.0003525892106,0.0008569047877
0.0004285393842,0.0007990949895,-0.01136137233,0.001128265361
-0.00781242855,0.001275808121,-0.007816278216,0.001134781685
-0.000853953043,0.001048766627,-0.005541276086,0.001239698484
-0.002926139718,0.001064256404,-0.007951705311,0.00126768386
-0.008380601123,0.001213277682,-0.008398194725,0.001214381102
0.001218694153,0.0009546849496,-0.01373319628,0.001305840191
-0.01847978894,0.001408926804,-0.008904402974,0.001409610901
-0.0003101780184,0.001089882259,-0.001372635555,0.0008434319012
-0.01206015951,0.001303904401,-0.003711994136,0.001150905946
-0.01154539722,0.001233103997,-0.01120707087,0.001218197724
-0.003531893212,0.000970336637,-0.0001772767227,0.0009147935991
-0.009032112846,0.001016017131,-0.01707290956,0.001550408829
-0.01110022348,0.001363639827,-0.001855950648,0.00107366343
0.002396663694,0.0008878114649,-0.00445591424,0.0009603617522
-0.004038993089,0.001057022876,-0.003874567151,0.001118917415
-0.004740692162,0.001092708007,-0.004331554233,0.001094033418
-0.004610901911,0.001089621395,-0.004216850519,0.00109410105
-0.009699828947,0.001332351467,-0.001634575235,0.0009806826751
-0.00390245409,0.001050961163,-0.004209001328,0.00113875079
-0.005559726726,0.001109028299,-0.005008661211,0.001099247703
-0.00192964562,0.00106952159,-0.005695268122,0.001053136365
-0.01168344552,0.001265405004,-0.00915552307,0.001327911972
-0.01389142816,0.001284069137,-0.01415958086,0.00145502503
-0.009079483435,0.001246321596,-0.008985542687,0.001232961421
-0.008644846464,0.00128183946,-0.009920142403,0.001239001505
-0.007935322739,0.001170757402,-0.006118638656,0.00111370895
-0.001284048911,0.001019492387,-0.008804299404,0.001153085286
-0.01273823307,0.001395425161,-0.01329614086,0.001386446138
-0.01436911579,0.001281398664,-0.005901897182,0.000979781711
-0.003810461018,0.0009918533923,-0.007933420109,0.001106299424
-0.004829834905,0.001152300933,-0.00728398243,0.00123778648
-0.003150265458,0.001045027676,-0.00584228318,0.00120404671
-0.00242442947,0.001118212643,-0.003882781956,0.001177291706
-0.003635782658,0.001053894341,-0.004397941187,0.001143640146
-0.003465909971,0.001031475969,-0.006528175123,0.001233268822
-0.01390305449,0.001343322996,-0.00544925694,0.001010729967
-0.004631984158,0.0009336407978,-0.00505390358,0.001264216274
-0.01109039626,0.001081933049,-0.01622018314,0.001549117018
-0.0144490985,0.001214841731,0.006314753732,0.0007452597643
-0.00188787043,0.001087098062,-0.0001831825187,0.0009840818158
-0.008966240721,0.001295200869,-0.008920292678,0.001183921487
-0.00118329306,0.0009801039482,-0.009870639565,0.001190750545
-0.01133499729,0.001409322067,-0.001709559685,0.0009062153988
-0.006278457633,0.001105377733,-0.003160828943,0.001058159786
-0.01387510812,0.001417724019,-0.005985354708,0.001021423805
-0.002519901834,0.001036900421,-0.00904602684,0.001298331288
-0.00210005825,0.0009971473643,-0.01169316359,0.001326669646
-0.007766351323,0.001161205463,-0.005382865018,0.00109219221
-0.001333249143,0.00103766008,-0.005532755762,0.001046665737
-0.007415954894,0.001117357413,-0.004951828508,0.001188019763
-0.004873148558,0.001108366799,-0.004806765784,0.001109492385
-0.008273653562,0.00119259682,-0.007570941303,0.001165560859
-0.006406950957,0.001071867881,-0.01223444044,0.001352506759
-0.007794334673,0.001224219341,-0.007572650038,0.001220422529
-0.006176737574,0.001213084807,-0.01029831814,0.001290824786
-0.007648215269,0.001237667779,-0.008319958927,0.00125139825
-0.008493280675,0.001134065352,-0.01227444344,0.001362247441
-0.006534158802,0.001179369396,-0.006321470681,0.001170383834
-0.008198019274,0.001079596614,-0.004824455606,0.001229874206
-0.02017295503,0.00159619806,-0.009512843203,0.0009750631683
-0.004411063255,0.001105246265,-0.004535530396,0.001120325454
-0.01210862306,0.001265368952,-0.01288349356,0.001312527156
-0.00974408768,0.001259639566,-0.008565235047,0.001192044472
-0.006521787264,0.001082196673,-0.009833868799,0.001332362616
-0.002051490587,0.0009503631631,-0.003185948837,0.0009724521889
-0.01475096774,0.001339157752,-0.009398999208,0.001375054264
-0.006018074082,0.001199183751,-0.008688205305,0.001270851935
-0.006536859094,0.001138599271,-0.006307136049,0.001132306727
-0.006470456787,0.001181279819,-0.006186785859,0.001169827795
-0.00946246537,0.00135702814,-0.01365532853,0.001330611296
-0.01231839587,0.001407323447,-0.01247796096,0.001260901594
-0.01083660408,0.001173312091,0.0004457228221,0.001004448932
-0.004780537747,0.000965114866,-0.01245078499,0.001217276569
-0.009511322568,0.001210294155,-0.003371281871,0.001036439217
-0.005067969984,0.001093970052,-0.004308539869,0.001086892594
-0.01110401532,0.001350740347,-0.001328650856,0.0009892421797
-0.00570184235,0.001154792294,-0.005576208413,0.001146121947
-0.01684538089,0.00144663357,0.002844053845,0.0007772292137
-0.01488742735,0.001408390261,0.0019763358,0.0008871306583
-0.01794694362,0.001540101147,0.006451708937,0.0006910716428
-0.007090261037,0.001078580166,-0.01037156815,0.001191915055
-0.001328379963,0.001069032618,-0.003395331346,0.001159223137
-0.01004475937,0.00121376029,-0.00238175056,0.001073659177
-0.008419460066,0.001222921717,-0.008435870899,0.001225695782
-0.009904805359,0.001248619847,-0.006866057324,0.001125411893
-0.006590609931,0.001191646892,-0.006263872233,0.001180193529
-0.01566191531,0.001460893652,-0.01572432188,0.001375745191
-0.009332844349,0.001261571425,-0.009251278288,0.001237735195
-0.01092488409,0.001306778491,-0.005357812469,0.001069473917
-0.005145355492,0.001208736729,-0.001655409227,0.000967888555
-0.001722895025,0.000921625554,-0.001771373012,0.001102475616
-0.01615670123,0.001505537194,0.003681232739,0.0008946954881
-0.0006948108294,0.001011666034,-0.001936738287,0.0009596362697
-0.00569008687,0.001094998263,-0.003513074426,0.001065997773
-0.009104649273,0.001222639412,-0.007815435449,0.00116752373
-0.006058533128,0.001279964901,0.002571327739,0.0008771195769
-0.006284216679,0.001133902211,-0.006207532346,0.001131930006
-0.01156436156,0.001315841764,-0.002145503424,0.001003608835
-0.006466801236,0.001060985709,-0.01028297524,0.001189527295
-0.002532610167,0.0009968073612,-0.01172242975,0.001333822803
-0.01521414225,0.001454549814,-0.0121437733,0.001438632944
-0.01393375929,0.001399708754,-0.009159905569,0.001125778192
-0.005190671653,0.001232796273,-0.01405414814,0.001382437971
-0.0032910686,0.001052571718,-0.005265204548,0.001180337723
-0.003643572791,0.001141786713,-0.007428289279,0.001111546115
-0.01674596043,0.00140642646,0.004352563586,0.0007909435075
-0.01234656512,0.001210662597,-0.01552414679,0.00139890741
-0.0164475081,0.001563458226,-0.01934270234,0.001521685619
-0.000522268347,0.001149903315,-0.01351043569,0.001543472434
-0.006732542313,0.001204078887,-0.006680977559,0.001202477387
-0.01566113978,0.001372821446,-0.01412548929,0.001277918264
-0.008496080868,0.001217380201,-0.008478385707,0.001216227549
-0.01830128295,0.001476196864,-0.004330924087,0.0008914542908
-0.005451371839,0.00111470562,-0.005350894994,0.001113146371
-0.001014626138,0.0009531759773,-0.006070953717,0.001053968164
-0.007937890873,0.001215415289,-0.007840541488,0.001217727465
-0.005394270099,0.001136665955,-0.005414461794,0.001132752181
0.002504245038,0.0009444485848,-0.01625397925,0.001381855045
-0.001100669845,0.001096861791,0.002652077666,0.0008515567237
0.001303356561,0.001080828732,-0.01918788005,0.001341178733
-0.009293999695,0.001195136151,-0.002459673052,0.00103108774
-0.006688479752,0.001136511336,-0.005840465428,0.001113798987
