,name,island,k31,k32,cent_DQ1,cent_DQ2,Qx,Qy,max_X,BETX,ALFX,ALPHA_C,GAMMA_TR,ALPHA_C_P,ALPHA_C_P2,ALPHA_C_P3,DQ1,DQ2,ORBIT_X,ORBIT_PX
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.6,0.08201226429,44.94845413,1.445889248,0.001822340304,23.4253053,0.001466134901,5.197614739,13831.90268,-9.544812746,0.1612417454,-0.0006094615104,0.00102458135
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.625,0.08198927011,44.95410628,1.446229094,0.00182251982,23.42415159,0.001466910323,5.199816372,13843.544,-9.543352459,0.01208283102,-0.0006102648104,0.001024092135
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.65,0.08196583851,44.95961973,1.446563602,0.001822699481,23.42299712,0.001467889265,5.202504303,13856.86702,-9.542208091,-0.167563868,-0.0006110382331,0.001023596972
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.675,0.08194186426,44.96496164,1.446891509,0.001822879317,23.42184169,0.0014691201,5.205794427,13872.27338,-9.541454686,-0.3890697758,-0.0006117749948,0.001023094383
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.7,0.08191720378,44.97008722,1.447211096,0.001823059369,23.42068505,0.001470668852,5.209844981,13890.31169,-9.541194566,-0.685089361,-0.000612465848,0.001022582355
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.725,0.08189165974,44.97493496,1.447520001,0.001823239693,23.41952684,0.001472626361,5.214873797,13911.73759,-9.541568352,-1.170545397,-0.0006130980873,0.00102205812
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.75,0.08186495499,44.9794185,1.447814906,0.001823420369,23.41836653,0.001475120357,5.22118738,13937.61507,-9.542773508,-3.801358054,-0.0006136538767,0.001021517789
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.775,0.08183668874,44.98341295,1.448091014,0.001823601512,23.4172034,0.001478335868,5.229230081,13969.48792,-9.545095605,-12.76042406,-0.0006141074299,0.001020955741
1,"LOE.12002,LOEN.52002",top,-2.7,-1.5,2,0.005,26.7495,26.8,0.08180625948,44.98673092,1.448341131,0.001823783296,23.41603632,0.001482551129,5.239670755,14009.68222,-9.548963215,-0.707902247,-0.0006144200639,0.001020363538
